,dms_id,protein_name,uniprot_id,dms_name,offset,protein_properties,dms_assay,Ascan_id,ascan_assay,dmsa_id,assumed_compatibility,reason,note
139,urn:mavedb:00000048-a-1,CXCR4,P61073,CXCR4-expression,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.","CXCR4 is taged with myc. Functioning CXCR4 locates on cell surface and can be stained with anti-myc dyes, with further sorting by FACS.",cxcr4_chabot_bh10,Functioning CXCR4 binds to HIV (BH10) env and cause fusion of cells. Scores are measured by a fusion assay and normalized by CXCR4 expression.,urn:mavedb:00000048-a-1@cxcr4_chabot_bh10,Low,Only one of the assay involves in pathogen infection through the target protein.,
144,urn:mavedb:00000048-a-1,CXCR4,P61073,CXCR4-expression,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.","CXCR4 is taged with myc. Functioning CXCR4 locates on cell surface and can be stained with anti-myc dyes, with further sorting by FACS.",cxcr4_chabot_cys_12g5,CXCR4 surface expression measured by 12G5 antibody.,urn:mavedb:00000048-a-1@cxcr4_chabot_cys_12g5,High,Assays select on similar specific protein property.,
145,urn:mavedb:00000048-a-1,CXCR4,P61073,CXCR4-expression,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.","CXCR4 is taged with myc. Functioning CXCR4 locates on cell surface and can be stained with anti-myc dyes, with further sorting by FACS.",cxcr4_chabot_cys_4g10,CXCR4 surface expression measured by 4G10 antibody.,urn:mavedb:00000048-a-1@cxcr4_chabot_cys_4g10,High,Assays select on similar specific protein property.,
137,urn:mavedb:00000048-a-1,CXCR4,P61073,CXCR4-expression,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.","CXCR4 is taged with myc. Functioning CXCR4 locates on cell surface and can be stained with anti-myc dyes, with further sorting by FACS.",cxcr4_chabot_exp,CXCR4 surface expression measured by 12G5 antibody.,urn:mavedb:00000048-a-1@cxcr4_chabot_exp,High,Assays select on similar specific protein property.,
142,urn:mavedb:00000048-a-1,CXCR4,P61073,CXCR4-expression,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.","CXCR4 is taged with myc. Functioning CXCR4 locates on cell surface and can be stained with anti-myc dyes, with further sorting by FACS.",cxcr4_chabot_infhxb2,Functioning CXCR4 helps infection of pseudovirus with HIV (HXB42) env which will activate luciferase reporter.,urn:mavedb:00000048-a-1@cxcr4_chabot_infhxb2,Low,Only one of the assay involves in pathogen infection through the target protein.,
143,urn:mavedb:00000048-a-1,CXCR4,P61073,CXCR4-expression,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.","CXCR4 is taged with myc. Functioning CXCR4 locates on cell surface and can be stained with anti-myc dyes, with further sorting by FACS.",cxcr4_chabot_infnl43,Functioning CXCR4 helps infection of pseudovirus with HIV (NL43) env which will activate luciferase reporter.,urn:mavedb:00000048-a-1@cxcr4_chabot_infnl43,Low,Only one of the assay involves in pathogen infection through the target protein.,
138,urn:mavedb:00000048-a-1,CXCR4,P61073,CXCR4-expression,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.","CXCR4 is taged with myc. Functioning CXCR4 locates on cell surface and can be stained with anti-myc dyes, with further sorting by FACS.",cxcr4_chabot_lav,Functioning CXCR4 binds to HIV (LAV) env and cause fusion of cells. Scores are measured by a fusion assay and normalized by CXCR4 expression.,urn:mavedb:00000048-a-1@cxcr4_chabot_lav,Low,Only one of the assay involves in pathogen infection through the target protein.,
140,urn:mavedb:00000048-a-1,CXCR4,P61073,CXCR4-expression,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.","CXCR4 is taged with myc. Functioning CXCR4 locates on cell surface and can be stained with anti-myc dyes, with further sorting by FACS.",cxcr4_chabot_sf2,Functioning CXCR4 binds to HIV (SF2) env and cause fusion of cells. Scores are measured by a fusion assay and normalized by CXCR4 expression.,urn:mavedb:00000048-a-1@cxcr4_chabot_sf2,Low,Only one of the assay involves in pathogen infection through the target protein.,
152,urn:mavedb:00000048-a-1,CXCR4,P61073,CXCR4-expression,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.","CXCR4 is taged with myc. Functioning CXCR4 locates on cell surface and can be stained with anti-myc dyes, with further sorting by FACS.",cxcr4_lin_exp44717,CXCR4 surface expression measured by antibody 44717.111.,urn:mavedb:00000048-a-1@cxcr4_lin_exp44717,High,Assays select on similar specific protein property.,
157,urn:mavedb:00000048-a-1,CXCR4,P61073,CXCR4-expression,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.","CXCR4 is taged with myc. Functioning CXCR4 locates on cell surface and can be stained with anti-myc dyes, with further sorting by FACS.",cxcr4_lin_exp6h8,CXCR4 surface expression measured by antibody 6H8.,urn:mavedb:00000048-a-1@cxcr4_lin_exp6h8,High,Assays select on similar specific protein property.,
156,urn:mavedb:00000048-a-1,CXCR4,P61073,CXCR4-expression,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.","CXCR4 is taged with myc. Functioning CXCR4 locates on cell surface and can be stained with anti-myc dyes, with further sorting by FACS.",cxcr4_lin_rodb-cd4,Functioning CXCR4 binds to HIV (ROD/B) env and cause fusion of cells which is measured by luciferase assasy. Experiment is done with CD4 supplemented.,urn:mavedb:00000048-a-1@cxcr4_lin_rodb-cd4,Low,Only one of the assay involves in pathogen infection through the target protein.,
155,urn:mavedb:00000048-a-1,CXCR4,P61073,CXCR4-expression,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.","CXCR4 is taged with myc. Functioning CXCR4 locates on cell surface and can be stained with anti-myc dyes, with further sorting by FACS.",cxcr4_lin_rodb-pc,Functioning CXCR4 binds to HIV (ROD/B) env and cause fusion of cells which is measured by luciferase assasy.,urn:mavedb:00000048-a-1@cxcr4_lin_rodb-pc,Low,Only one of the assay involves in pathogen infection through the target protein.,
154,urn:mavedb:00000048-a-1,CXCR4,P61073,CXCR4-expression,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.","CXCR4 is taged with myc. Functioning CXCR4 locates on cell surface and can be stained with anti-myc dyes, with further sorting by FACS.",cxcr4_lin_vcp-cd4,Functioning CXCR4 binds to HIV (VCP) env and cause fusion of cells which is measured by luciferase assasy. Experiment is done with CD4 supplemented.,urn:mavedb:00000048-a-1@cxcr4_lin_vcp-cd4,Low,Only one of the assay involves in pathogen infection through the target protein.,
153,urn:mavedb:00000048-a-1,CXCR4,P61073,CXCR4-expression,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.","CXCR4 is taged with myc. Functioning CXCR4 locates on cell surface and can be stained with anti-myc dyes, with further sorting by FACS.",cxcr4_lin_vcp-pc,Functioning CXCR4 binds to HIV (VCP) env and cause fusion of cells which is measured by luciferase assasy.,urn:mavedb:00000048-a-1@cxcr4_lin_vcp-pc,Low,Only one of the assay involves in pathogen infection through the target protein.,
158,urn:mavedb:00000048-a-1,CXCR4,P61073,CXCR4-expression,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.","CXCR4 is taged with myc. Functioning CXCR4 locates on cell surface and can be stained with anti-myc dyes, with further sorting by FACS.",cxcr4_peng_exp,CXCR4 surface expression measured by antibody 2B11.,urn:mavedb:00000048-a-1@cxcr4_peng_exp,High,Assays select on similar specific protein property.,
148,urn:mavedb:00000048-a-1,CXCR4,P61073,CXCR4-expression,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.","CXCR4 is taged with myc. Functioning CXCR4 locates on cell surface and can be stained with anti-myc dyes, with further sorting by FACS.",cxcr4_tian_896,Functioning CXCR4 binds to HIV (89.6) env and cause fusion of cells.,urn:mavedb:00000048-a-1@cxcr4_tian_896,Low,Only one of the assay involves in pathogen infection through the target protein.,
150,urn:mavedb:00000048-a-1,CXCR4,P61073,CXCR4-expression,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.","CXCR4 is taged with myc. Functioning CXCR4 locates on cell surface and can be stained with anti-myc dyes, with further sorting by FACS.",cxcr4_tian_896ecl2,Functioning CXCR4 binds to HIV (89.6) env and cause fusion of cells.,urn:mavedb:00000048-a-1@cxcr4_tian_896ecl2,Low,Only one of the assay involves in pathogen infection through the target protein.,
146,urn:mavedb:00000048-a-1,CXCR4,P61073,CXCR4-expression,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.","CXCR4 is taged with myc. Functioning CXCR4 locates on cell surface and can be stained with anti-myc dyes, with further sorting by FACS.",cxcr4_tian_exp,CXCR4 surface expression measured by 12G5 and 44708.111 (one residue).,urn:mavedb:00000048-a-1@cxcr4_tian_exp,High,Assays select on similar specific protein property.,
149,urn:mavedb:00000048-a-1,CXCR4,P61073,CXCR4-expression,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.","CXCR4 is taged with myc. Functioning CXCR4 locates on cell surface and can be stained with anti-myc dyes, with further sorting by FACS.",cxcr4_tian_iiibecl2,Functioning CXCR4 binds to HIV (IIIB) env and cause fusion of cells.,urn:mavedb:00000048-a-1@cxcr4_tian_iiibecl2,Low,Only one of the assay involves in pathogen infection through the target protein.,
147,urn:mavedb:00000048-a-1,CXCR4,P61073,CXCR4-expression,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.","CXCR4 is taged with myc. Functioning CXCR4 locates on cell surface and can be stained with anti-myc dyes, with further sorting by FACS.",cxcr4_tian_sdf1a,Functioning CXCR4 binds to its natrual ligand SDF-1-alpha (CXCL12) releasing calcium which is measured.,urn:mavedb:00000048-a-1@cxcr4_tian_sdf1a,Medium,Assays select on different yet specific protein properties.,
151,urn:mavedb:00000048-a-1,CXCR4,P61073,CXCR4-expression,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.","CXCR4 is taged with myc. Functioning CXCR4 locates on cell surface and can be stained with anti-myc dyes, with further sorting by FACS.",cxcr4_trent_896,Functioning CXCR4 binds to HIV (89.6) env and cause fusion of cells which is measured by luciferase assasy.,urn:mavedb:00000048-a-1@cxcr4_trent_896,Low,Only one of the assay involves in pathogen infection through the target protein.,Result contains extremely high value.
97,urn:mavedb:00000048-b-1,CXCR4,P61073,CXCR4-cxcl12-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.","Functioning CXCR4 binds to its natural ligand, CXCL12, which is tagged. Cells are sorted by FACS according to tag. The final scores are averaged with surface expression.",cxcr4_chabot_896,Functioning CXCR4 binds to HIV (89.6) env and cause fusion of cells. Scores are measured by a fusion assay and normalized by CXCR4 expression.,urn:mavedb:00000048-b-1@cxcr4_chabot_896,Low,Only one of the assay involves in pathogen infection through the target protein.,
95,urn:mavedb:00000048-b-1,CXCR4,P61073,CXCR4-cxcl12-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.","Functioning CXCR4 binds to its natural ligand, CXCL12, which is tagged. Cells are sorted by FACS according to tag. The final scores are averaged with surface expression.",cxcr4_chabot_bh10,Functioning CXCR4 binds to HIV (BH10) env and cause fusion of cells. Scores are measured by a fusion assay and normalized by CXCR4 expression.,urn:mavedb:00000048-b-1@cxcr4_chabot_bh10,Low,Only one of the assay involves in pathogen infection through the target protein.,
100,urn:mavedb:00000048-b-1,CXCR4,P61073,CXCR4-cxcl12-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.","Functioning CXCR4 binds to its natural ligand, CXCL12, which is tagged. Cells are sorted by FACS according to tag. The final scores are averaged with surface expression.",cxcr4_chabot_cys_12g5,CXCR4 surface expression measured by 12G5 antibody.,urn:mavedb:00000048-b-1@cxcr4_chabot_cys_12g5,Medium,Assays select on different yet specific protein properties.,
101,urn:mavedb:00000048-b-1,CXCR4,P61073,CXCR4-cxcl12-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.","Functioning CXCR4 binds to its natural ligand, CXCL12, which is tagged. Cells are sorted by FACS according to tag. The final scores are averaged with surface expression.",cxcr4_chabot_cys_4g10,CXCR4 surface expression measured by 4G10 antibody.,urn:mavedb:00000048-b-1@cxcr4_chabot_cys_4g10,Medium,Assays select on different yet specific protein properties.,
93,urn:mavedb:00000048-b-1,CXCR4,P61073,CXCR4-cxcl12-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.","Functioning CXCR4 binds to its natural ligand, CXCL12, which is tagged. Cells are sorted by FACS according to tag. The final scores are averaged with surface expression.",cxcr4_chabot_exp,CXCR4 surface expression measured by 12G5 antibody.,urn:mavedb:00000048-b-1@cxcr4_chabot_exp,Medium,Assays select on different yet specific protein properties.,
98,urn:mavedb:00000048-b-1,CXCR4,P61073,CXCR4-cxcl12-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.","Functioning CXCR4 binds to its natural ligand, CXCL12, which is tagged. Cells are sorted by FACS according to tag. The final scores are averaged with surface expression.",cxcr4_chabot_infhxb2,Functioning CXCR4 helps infection of pseudovirus with HIV (HXB42) env which will activate luciferase reporter.,urn:mavedb:00000048-b-1@cxcr4_chabot_infhxb2,Low,Only one of the assay involves in pathogen infection through the target protein.,
99,urn:mavedb:00000048-b-1,CXCR4,P61073,CXCR4-cxcl12-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.","Functioning CXCR4 binds to its natural ligand, CXCL12, which is tagged. Cells are sorted by FACS according to tag. The final scores are averaged with surface expression.",cxcr4_chabot_infnl43,Functioning CXCR4 helps infection of pseudovirus with HIV (NL43) env which will activate luciferase reporter.,urn:mavedb:00000048-b-1@cxcr4_chabot_infnl43,Low,Only one of the assay involves in pathogen infection through the target protein.,
94,urn:mavedb:00000048-b-1,CXCR4,P61073,CXCR4-cxcl12-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.","Functioning CXCR4 binds to its natural ligand, CXCL12, which is tagged. Cells are sorted by FACS according to tag. The final scores are averaged with surface expression.",cxcr4_chabot_lav,Functioning CXCR4 binds to HIV (LAV) env and cause fusion of cells. Scores are measured by a fusion assay and normalized by CXCR4 expression.,urn:mavedb:00000048-b-1@cxcr4_chabot_lav,Low,Only one of the assay involves in pathogen infection through the target protein.,
96,urn:mavedb:00000048-b-1,CXCR4,P61073,CXCR4-cxcl12-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.","Functioning CXCR4 binds to its natural ligand, CXCL12, which is tagged. Cells are sorted by FACS according to tag. The final scores are averaged with surface expression.",cxcr4_chabot_sf2,Functioning CXCR4 binds to HIV (SF2) env and cause fusion of cells. Scores are measured by a fusion assay and normalized by CXCR4 expression.,urn:mavedb:00000048-b-1@cxcr4_chabot_sf2,Low,Only one of the assay involves in pathogen infection through the target protein.,
108,urn:mavedb:00000048-b-1,CXCR4,P61073,CXCR4-cxcl12-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.","Functioning CXCR4 binds to its natural ligand, CXCL12, which is tagged. Cells are sorted by FACS according to tag. The final scores are averaged with surface expression.",cxcr4_lin_exp44717,CXCR4 surface expression measured by antibody 44717.111.,urn:mavedb:00000048-b-1@cxcr4_lin_exp44717,Medium,Assays select on different yet specific protein properties.,
113,urn:mavedb:00000048-b-1,CXCR4,P61073,CXCR4-cxcl12-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.","Functioning CXCR4 binds to its natural ligand, CXCL12, which is tagged. Cells are sorted by FACS according to tag. The final scores are averaged with surface expression.",cxcr4_lin_exp6h8,CXCR4 surface expression measured by antibody 6H8.,urn:mavedb:00000048-b-1@cxcr4_lin_exp6h8,Medium,Assays select on different yet specific protein properties.,
112,urn:mavedb:00000048-b-1,CXCR4,P61073,CXCR4-cxcl12-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.","Functioning CXCR4 binds to its natural ligand, CXCL12, which is tagged. Cells are sorted by FACS according to tag. The final scores are averaged with surface expression.",cxcr4_lin_rodb-cd4,Functioning CXCR4 binds to HIV (ROD/B) env and cause fusion of cells which is measured by luciferase assasy. Experiment is done with CD4 supplemented.,urn:mavedb:00000048-b-1@cxcr4_lin_rodb-cd4,Low,Only one of the assay involves in pathogen infection through the target protein.,
111,urn:mavedb:00000048-b-1,CXCR4,P61073,CXCR4-cxcl12-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.","Functioning CXCR4 binds to its natural ligand, CXCL12, which is tagged. Cells are sorted by FACS according to tag. The final scores are averaged with surface expression.",cxcr4_lin_rodb-pc,Functioning CXCR4 binds to HIV (ROD/B) env and cause fusion of cells which is measured by luciferase assasy.,urn:mavedb:00000048-b-1@cxcr4_lin_rodb-pc,Low,Only one of the assay involves in pathogen infection through the target protein.,
110,urn:mavedb:00000048-b-1,CXCR4,P61073,CXCR4-cxcl12-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.","Functioning CXCR4 binds to its natural ligand, CXCL12, which is tagged. Cells are sorted by FACS according to tag. The final scores are averaged with surface expression.",cxcr4_lin_vcp-cd4,Functioning CXCR4 binds to HIV (VCP) env and cause fusion of cells which is measured by luciferase assasy. Experiment is done with CD4 supplemented.,urn:mavedb:00000048-b-1@cxcr4_lin_vcp-cd4,Low,Only one of the assay involves in pathogen infection through the target protein.,
109,urn:mavedb:00000048-b-1,CXCR4,P61073,CXCR4-cxcl12-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.","Functioning CXCR4 binds to its natural ligand, CXCL12, which is tagged. Cells are sorted by FACS according to tag. The final scores are averaged with surface expression.",cxcr4_lin_vcp-pc,Functioning CXCR4 binds to HIV (VCP) env and cause fusion of cells which is measured by luciferase assasy.,urn:mavedb:00000048-b-1@cxcr4_lin_vcp-pc,Low,Only one of the assay involves in pathogen infection through the target protein.,
114,urn:mavedb:00000048-b-1,CXCR4,P61073,CXCR4-cxcl12-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.","Functioning CXCR4 binds to its natural ligand, CXCL12, which is tagged. Cells are sorted by FACS according to tag. The final scores are averaged with surface expression.",cxcr4_peng_exp,CXCR4 surface expression measured by antibody 2B11.,urn:mavedb:00000048-b-1@cxcr4_peng_exp,Medium,Assays select on different yet specific protein properties.,
104,urn:mavedb:00000048-b-1,CXCR4,P61073,CXCR4-cxcl12-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.","Functioning CXCR4 binds to its natural ligand, CXCL12, which is tagged. Cells are sorted by FACS according to tag. The final scores are averaged with surface expression.",cxcr4_tian_896,Functioning CXCR4 binds to HIV (89.6) env and cause fusion of cells.,urn:mavedb:00000048-b-1@cxcr4_tian_896,Low,Only one of the assay involves in pathogen infection through the target protein.,
106,urn:mavedb:00000048-b-1,CXCR4,P61073,CXCR4-cxcl12-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.","Functioning CXCR4 binds to its natural ligand, CXCL12, which is tagged. Cells are sorted by FACS according to tag. The final scores are averaged with surface expression.",cxcr4_tian_896ecl2,Functioning CXCR4 binds to HIV (89.6) env and cause fusion of cells.,urn:mavedb:00000048-b-1@cxcr4_tian_896ecl2,Low,Only one of the assay involves in pathogen infection through the target protein.,
102,urn:mavedb:00000048-b-1,CXCR4,P61073,CXCR4-cxcl12-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.","Functioning CXCR4 binds to its natural ligand, CXCL12, which is tagged. Cells are sorted by FACS according to tag. The final scores are averaged with surface expression.",cxcr4_tian_exp,CXCR4 surface expression measured by 12G5 and 44708.111 (one residue).,urn:mavedb:00000048-b-1@cxcr4_tian_exp,Medium,Assays select on different yet specific protein properties.,
105,urn:mavedb:00000048-b-1,CXCR4,P61073,CXCR4-cxcl12-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.","Functioning CXCR4 binds to its natural ligand, CXCL12, which is tagged. Cells are sorted by FACS according to tag. The final scores are averaged with surface expression.",cxcr4_tian_iiibecl2,Functioning CXCR4 binds to HIV (IIIB) env and cause fusion of cells.,urn:mavedb:00000048-b-1@cxcr4_tian_iiibecl2,Low,Only one of the assay involves in pathogen infection through the target protein.,
103,urn:mavedb:00000048-b-1,CXCR4,P61073,CXCR4-cxcl12-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.","Functioning CXCR4 binds to its natural ligand, CXCL12, which is tagged. Cells are sorted by FACS according to tag. The final scores are averaged with surface expression.",cxcr4_tian_sdf1a,Functioning CXCR4 binds to its natrual ligand SDF-1-alpha (CXCL12) releasing calcium which is measured.,urn:mavedb:00000048-b-1@cxcr4_tian_sdf1a,High,Assays select on similar specific protein property.,
107,urn:mavedb:00000048-b-1,CXCR4,P61073,CXCR4-cxcl12-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.","Functioning CXCR4 binds to its natural ligand, CXCL12, which is tagged. Cells are sorted by FACS according to tag. The final scores are averaged with surface expression.",cxcr4_trent_896,Functioning CXCR4 binds to HIV (89.6) env and cause fusion of cells which is measured by luciferase assasy.,urn:mavedb:00000048-b-1@cxcr4_trent_896,Low,Only one of the assay involves in pathogen infection through the target protein.,Result contains extremely high value.
119,urn:mavedb:00000048-c-1,CXCR4,P61073,CXCR4-12g5-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.",Functioning CXCR4 binds to antibody 12G5 (which was also used to indicate CXCR4 surface expression in previous studies) and cells are sorted by FACS.,cxcr4_chabot_896,Functioning CXCR4 binds to HIV (89.6) env and cause fusion of cells. Scores are measured by a fusion assay and normalized by CXCR4 expression.,urn:mavedb:00000048-c-1@cxcr4_chabot_896,Low,Only one of the assay involves in pathogen infection through the target protein.,
117,urn:mavedb:00000048-c-1,CXCR4,P61073,CXCR4-12g5-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.",Functioning CXCR4 binds to antibody 12G5 (which was also used to indicate CXCR4 surface expression in previous studies) and cells are sorted by FACS.,cxcr4_chabot_bh10,Functioning CXCR4 binds to HIV (BH10) env and cause fusion of cells. Scores are measured by a fusion assay and normalized by CXCR4 expression.,urn:mavedb:00000048-c-1@cxcr4_chabot_bh10,Low,Only one of the assay involves in pathogen infection through the target protein.,
122,urn:mavedb:00000048-c-1,CXCR4,P61073,CXCR4-12g5-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.",Functioning CXCR4 binds to antibody 12G5 (which was also used to indicate CXCR4 surface expression in previous studies) and cells are sorted by FACS.,cxcr4_chabot_cys_12g5,CXCR4 surface expression measured by 12G5 antibody.,urn:mavedb:00000048-c-1@cxcr4_chabot_cys_12g5,High,Assays select on similar specific protein property.,
123,urn:mavedb:00000048-c-1,CXCR4,P61073,CXCR4-12g5-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.",Functioning CXCR4 binds to antibody 12G5 (which was also used to indicate CXCR4 surface expression in previous studies) and cells are sorted by FACS.,cxcr4_chabot_cys_4g10,CXCR4 surface expression measured by 4G10 antibody.,urn:mavedb:00000048-c-1@cxcr4_chabot_cys_4g10,High,Assays select on similar specific protein property.,
115,urn:mavedb:00000048-c-1,CXCR4,P61073,CXCR4-12g5-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.",Functioning CXCR4 binds to antibody 12G5 (which was also used to indicate CXCR4 surface expression in previous studies) and cells are sorted by FACS.,cxcr4_chabot_exp,CXCR4 surface expression measured by 12G5 antibody.,urn:mavedb:00000048-c-1@cxcr4_chabot_exp,High,Assays select on similar specific protein property.,
120,urn:mavedb:00000048-c-1,CXCR4,P61073,CXCR4-12g5-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.",Functioning CXCR4 binds to antibody 12G5 (which was also used to indicate CXCR4 surface expression in previous studies) and cells are sorted by FACS.,cxcr4_chabot_infhxb2,Functioning CXCR4 helps infection of pseudovirus with HIV (HXB42) env which will activate luciferase reporter.,urn:mavedb:00000048-c-1@cxcr4_chabot_infhxb2,Low,Only one of the assay involves in pathogen infection through the target protein.,
